human_gene_name,nmr_gene_acc,orthology_type,perc_id,nmr_gene_name,chromosome,biotype,description,species
MYT1,ENSHGLG00000015795,ortholog_one2one,74.0608,PKMYT1,23,protein_coding,"protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]",naked_mole_rat
PSTK,ENSHGLG00000018111,ortholog_one2one,79.5518,,13,protein_coding,,naked_mole_rat
RELB,ENSHGLG00000019359,ortholog_one2one,77.0149,RELB,29,protein_coding,"RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]",naked_mole_rat
FOXP3,ENSHGLG00000003258,ortholog_one2one,87.239,FOXP3,X,protein_coding,forkhead box P3 [Source:UniProtKB Gene Name;Acc:A0A0P6JFA1],naked_mole_rat
PRRC1,ENSHGLG00000007825,ortholog_one2one,86.8778,PRRC1,6,protein_coding,proline rich coiled-coil 1 [Source:UniProtKB Gene Name;Acc:G5B596],naked_mole_rat
RND1,ENSHGLG00000004112,ortholog_one2one,81.0924,RND1,17,protein_coding,Rho family GTPase 1 [Source:UniProtKB Gene Name;Acc:G5AU40],naked_mole_rat
RNU6-428P,ENSHGLG00000049335,ortholog_one2one,79.4393,U6,9,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
SCARNA7,ENSHGLG00000024173,ortholog_one2one,91.2773,SCARNA7,8,scaRNA,small Cajal body-specific RNA 7 [Source:HGNC Symbol;Acc:HGNC:32563],naked_mole_rat
ARL14,ENSHGLG00000020760,ortholog_one2one,83.2461,ARL14,8,protein_coding,ARF like GTPase 14 [Source:HGNC Symbol;Acc:HGNC:22974],naked_mole_rat
CHMP2B,ENSHGLG00000000954,ortholog_one2one,99.061,CHMP2B,2,protein_coding,charged multivesicular body protein 2B [Source:UniProtKB Gene Name;Acc:A0A0N8ESP6],naked_mole_rat
ZNF296,ENSHGLG00000003326,ortholog_one2one,79.2812,ZNF296,29,protein_coding,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981],naked_mole_rat
ATRN,ENSHGLG00000016120,ortholog_one2one,94.0115,ATRN,15,protein_coding,attractin [Source:HGNC Symbol;Acc:HGNC:885],naked_mole_rat
RNU6-945P,ENSHGLG00000032122,ortholog_one2one,85.9813,U6,28,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
BLTP3A,ENSHGLG00000013152,ortholog_one2one,88.7812,BLTP3A,13,protein_coding,bridge-like lipid transfer protein family member 3A [Source:HGNC Symbol;Acc:HGNC:21216],naked_mole_rat
WNT5A,ENSHGLG00000007709,ortholog_one2one,92.804,WNT5A,9,protein_coding,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],naked_mole_rat
HLA-DPB1,ENSHGLG00000019389,ortholog_one2one,63.3441,HLA-DPB1,13,protein_coding,"major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]",naked_mole_rat
DOCK6,ENSHGLG00000009688,ortholog_one2one,88.8679,DOCK6,29,protein_coding,dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189],naked_mole_rat
LRRK1,ENSHGLG00000013404,ortholog_one2one,90.0349,LRRK1,15,protein_coding,leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608],naked_mole_rat
GPR62,ENSHGLG00000020795,ortholog_one2one,85.0,GPR62,8,protein_coding,G protein-coupled receptor 62 [Source:HGNC Symbol;Acc:HGNC:13301],naked_mole_rat
GNL1,ENSHGLG00000017193,ortholog_one2one,74.1573,GNL1,OX090908.1,protein_coding,G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413],naked_mole_rat
TCP11,ENSHGLG00000015933,ortholog_one2one,75.8696,TCP11,13,protein_coding,t-complex 11 [Source:HGNC Symbol;Acc:HGNC:11658],naked_mole_rat
IRX1,ENSHGLG00000005060,ortholog_one2one,93.4874,IRX1,16,protein_coding,iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358],naked_mole_rat
NUAK1,ENSHGLG00000009643,ortholog_one2one,87.6947,NUAK1,17,protein_coding,NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311],naked_mole_rat
NTM,ENSHGLG00000001943,ortholog_one2one,74.3276,NTM,5,protein_coding,neurotrimin [Source:UniProtKB Gene Name;Acc:A0A0P6K255],naked_mole_rat
TRIM23,ENSHGLG00000003094,ortholog_one2one,90.6301,TRIM23,16,protein_coding,tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660],naked_mole_rat
OR6C2,ENSHGLG00000046604,ortholog_one2one,85.7143,,17,protein_coding,,naked_mole_rat
SH2D4B,ENSHGLG00000007947,ortholog_one2one,91.4153,SH2D4B,16,protein_coding,SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440],naked_mole_rat
TBC1D30,ENSHGLG00000038485,ortholog_one2one,80.4424,TBC1D30,17,protein_coding,TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164],naked_mole_rat
MRPS18B,ENSHGLG00000019371,ortholog_one2one,66.4495,MRPS18B,OX090908.1,protein_coding,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516],naked_mole_rat
RNLS,ENSHGLG00000044945,ortholog_one2one,85.9238,RNLS,13,protein_coding,"renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]",naked_mole_rat
WBP4,ENSHGLG00000004585,ortholog_one2one,73.399,WBP4,11,protein_coding,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739],naked_mole_rat
WAS,ENSHGLG00000019572,ortholog_one2one,69.1871,WAS,X,protein_coding,WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731],naked_mole_rat
RNU6-540P,ENSHGLG00000023758,ortholog_one2one,79.0476,U6,X,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
MSGN1,ENSHGLG00000017189,ortholog_one2one,73.3668,,OX090908.1,protein_coding,,naked_mole_rat
TRAPPC13,ENSHGLG00000005655,ortholog_one2one,97.7273,TRAPPC13,16,protein_coding,trafficking protein particle complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:25828],naked_mole_rat
RNF10,ENSHGLG00000010890,ortholog_one2one,94.3558,RNF10,23,protein_coding,ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055],naked_mole_rat
EFNA2,ENSHGLG00000011215,ortholog_one2one,92.9907,EFNA2,29,protein_coding,ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222],naked_mole_rat
SPIRE1,ENSHGLG00000004155,ortholog_one2one,76.671,SPIRE1,18,protein_coding,spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622],naked_mole_rat
DUSP7,ENSHGLG00000012823,ortholog_one2one,97.6134,DUSP7,8,protein_coding,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ATP11A,ENSHGLG00000003198,ortholog_one2one,85.8687,,11,protein_coding,,naked_mole_rat
FZD8,ENSHGLG00000048887,ortholog_one2one,92.3896,,28,protein_coding,,naked_mole_rat
EHMT2,ENSHGLG00000019509,ortholog_one2one,92.4594,EHMT2,13,protein_coding,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129],naked_mole_rat
MIRLET7G,ENSHGLG00000022476,ortholog_one2one,75.6757,MIRLET7G,8,miRNA,microRNA let-7g [Source:HGNC Symbol;Acc:HGNC:31485],naked_mole_rat
MIR135A1,ENSHGLG00000022292,ortholog_one2one,100.0,MIR135A1,8,miRNA,microRNA 135a-1 [Source:HGNC Symbol;Acc:HGNC:31520],naked_mole_rat
ABHD16A,ENSHGLG00000011099,ortholog_one2one,87.3016,ABHD16A,OX090908.1,protein_coding,"abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]",naked_mole_rat
BAP1,ENSHGLG00000013658,ortholog_one2one,96.011,,9,protein_coding,,naked_mole_rat
PROCR,ENSHGLG00000009583,ortholog_one2one,68.4211,PROCR,15,protein_coding,protein C receptor [Source:UniProtKB Gene Name;Acc:G5C6J2],naked_mole_rat
DLGAP2,ENSHGLG00000003073,ortholog_one2one,87.8906,,6,protein_coding,,naked_mole_rat
TPBGL,ENSHGLG00000021318,ortholog_one2one,88.6889,TPBGL,5,protein_coding,trophoblast glycoprotein like [Source:HGNC Symbol;Acc:HGNC:44159],naked_mole_rat
CLN8,ENSHGLG00000003492,ortholog_one2one,85.0694,CLN8,6,protein_coding,CLN8 transmembrane ER and ERGIC protein [Source:UniProtKB Gene Name;Acc:G5AYN0],naked_mole_rat
RNU6-593P,ENSHGLG00000023605,ortholog_one2one,66.9725,U6,11,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ZFP36L1,ENSHGLG00000043934,ortholog_one2one,98.5207,ZFP36L1,26,protein_coding,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107],naked_mole_rat
IFT46,ENSHGLG00000017283,ortholog_one2one,79.4366,IFT46,5,protein_coding,intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146],naked_mole_rat
KCNG3,ENSHGLG00000050660,ortholog_one2one,94.1176,KCNG3,4,protein_coding,potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306],naked_mole_rat
FSHR,ENSHGLG00000049867,ortholog_one2one,91.6547,FSHR,4,protein_coding,follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969],naked_mole_rat
SERPINA7,ENSHGLG00000043412,ortholog_one2one,74.5921,SERPINA7,X,protein_coding,serpin family A member 7 [Source:UniProtKB Gene Name;Acc:A0A0P6K6P0],naked_mole_rat
PCDH12,ENSHGLG00000003799,ortholog_one2one,84.2373,PCDH12,6,protein_coding,protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657],naked_mole_rat
POSTN,ENSHGLG00000000277,ortholog_one2one,89.7129,POSTN,11,protein_coding,periostin [Source:UniProtKB Gene Name;Acc:G5C7K7],naked_mole_rat
PPEF1,ENSHGLG00000001185,ortholog_one2one,71.5611,PPEF1,X,protein_coding,protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243],naked_mole_rat
RNU4-89P,ENSHGLG00000024772,ortholog_one2one,61.3139,U4,23,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
HNRNPA0,ENSHGLG00000018216,ortholog_one2one,98.6885,HNRNPA0,4,protein_coding,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],naked_mole_rat
CADM2,ENSHGLG00000002905,ortholog_one2one,88.6918,,2,protein_coding,cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849],naked_mole_rat
TMEM72,ENSHGLG00000046989,ortholog_one2one,77.8182,TMEM72,OX090908.1,protein_coding,transmembrane protein 72 [Source:UniProtKB Gene Name;Acc:A0A0P6IYA1],naked_mole_rat
RNU6-1190P,ENSHGLG00000048944,ortholog_one2one,84.1122,U6,11,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
CDK2,ENSHGLG00000007168,ortholog_one2one,84.3931,CDK2,17,protein_coding,cyclin dependent kinase 2 [Source:UniProtKB Gene Name;Acc:G5BB95],naked_mole_rat
NEU1,ENSHGLG00000046499,ortholog_one2one,74.8315,NEU1,13,protein_coding,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758],naked_mole_rat
SNURF,ENSHGLG00000046605,ortholog_one2one,88.0682,RNF4,10,protein_coding,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067],naked_mole_rat
PRKCH,ENSHGLG00000018060,ortholog_one2one,97.6574,PRKCH,26,protein_coding,protein kinase C eta [Source:UniProtKB Gene Name;Acc:A0A0P6JIN6],naked_mole_rat
USP34,ENSHGLG00000003393,ortholog_one2one,98.5614,USP34,4,protein_coding,ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066],naked_mole_rat
RNU6-1003P,ENSHGLG00000049004,ortholog_one2one,83.1776,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-1157P,ENSHGLG00000024322,ortholog_one2one,67.3267,U6,2,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
WNT8B,ENSHGLG00000049539,ortholog_one2one,93.3908,,13,protein_coding,,naked_mole_rat
SNORD107,ENSHGLG00000022810,ortholog_one2one,84.7222,SNORD107,15,snoRNA,"small nucleolar RNA, C/D box 107 [Source:HGNC Symbol;Acc:HGNC:32771]",naked_mole_rat
SMTNL1,ENSHGLG00000045147,ortholog_one2one,70.4797,,22,protein_coding,,naked_mole_rat
SNORD64,ENSHGLG00000023366,ortholog_one2one,76.4706,SNORD64,15,snoRNA,"small nucleolar RNA, C/D box 64 [Source:HGNC Symbol;Acc:HGNC:32725]",naked_mole_rat
GAD2,ENSHGLG00000007030,ortholog_one2one,91.8644,GAD2,8,protein_coding,glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093],naked_mole_rat
C2,ENSHGLG00000042406,ortholog_one2one,64.4444,,13,protein_coding,,naked_mole_rat
OR51S1,ENSHGLG00000010984,ortholog_one2one,79.6296,OR51S1,5,protein_coding,olfactory receptor family 51 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15204],naked_mole_rat
RNU6-1280P,ENSHGLG00000036186,ortholog_one2one,78.5047,U6,7,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
CIMIP7,ENSHGLG00000047605,ortholog_one2one,75.2632,CIMIP7,8,protein_coding,ciliary microtubule inner protein 7 [Source:HGNC Symbol;Acc:HGNC:44666],naked_mole_rat
CLRN1,ENSHGLG00000017192,ortholog_one2one,93.9655,CLRN1,8,protein_coding,clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605],naked_mole_rat
KCNK7,ENSHGLG00000012740,ortholog_one2one,78.5016,KCNK7,22,protein_coding,potassium two pore domain channel subfamily K member 7 [Source:HGNC Symbol;Acc:HGNC:6282],naked_mole_rat
SLC44A4,ENSHGLG00000018523,ortholog_one2one,73.9015,SLC44A4,13,protein_coding,solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941],naked_mole_rat
TNF,ENSHGLG00000013881,ortholog_one2one,75.6881,TNF,OX090908.1,protein_coding,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892],naked_mole_rat
CCL28,ENSHGLG00000048954,ortholog_one2one,81.3559,CCL28,16,protein_coding,C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700],naked_mole_rat
OTC,ENSHGLG00000006935,ortholog_one2one,91.2429,OTC,X,protein_coding,ornithine transcarbamylase [Source:UniProtKB Gene Name;Acc:G5BMQ9],naked_mole_rat
MYOM2,ENSHGLG00000000341,ortholog_one2one,82.0563,MYOM2,6,protein_coding,myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614],naked_mole_rat
RNU6-1144P,ENSHGLG00000034697,ortholog_one2one,85.5769,U6,7,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
OSTM1,ENSHGLG00000012295,ortholog_one2one,72.8947,OSTM1,1,protein_coding,osteoclastosis associated transmembrane protein 1 [Source:UniProtKB Gene Name;Acc:A0A0N8ETE0],naked_mole_rat
TMEM167A,ENSHGLG00000036731,ortholog_one2one,80.3279,TMEM167A,6,protein_coding,transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330],naked_mole_rat
TMEM40,ENSHGLG00000015498,ortholog_one2one,69.9552,,8,protein_coding,,naked_mole_rat
RNU6-1075P,ENSHGLG00000041687,ortholog_one2one,89.4231,U6,22,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
C1QL3,ENSHGLG00000043979,ortholog_one2one,99.6078,C1QL3,8,protein_coding,complement C1q like 3 [Source:HGNC Symbol;Acc:HGNC:19359],naked_mole_rat
SCARNA18,ENSHGLG00000024037,ortholog_one2one,85.0746,SCARNA18,6,snoRNA,small Cajal body-specific RNA 18 [Source:HGNC Symbol;Acc:HGNC:32559],naked_mole_rat
SEPTIN5,ENSHGLG00000013741,ortholog_one2one,77.9249,SEPTIN5,23,protein_coding,septin 5 [Source:HGNC Symbol;Acc:HGNC:9164],naked_mole_rat
CYTH2,ENSHGLG00000008501,ortholog_one2one,89.1156,CYTH2,29,protein_coding,cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502],naked_mole_rat
TRHDE,ENSHGLG00000008926,ortholog_one2one,96.338,TRHDE,17,protein_coding,thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748],naked_mole_rat
PCDH19,ENSHGLG00000002330,ortholog_one2one,95.4585,,X,protein_coding,,naked_mole_rat
CGA,ENSHGLG00000002479,ortholog_one2one,70.8333,CGA,1,protein_coding,"glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]",naked_mole_rat
HEXB,ENSHGLG00000000527,ortholog_one2one,76.9663,Hexb,16,protein_coding,hexosaminidase subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:101713145],naked_mole_rat
AGER,ENSHGLG00000013559,ortholog_one2one,80.2469,AGER,13,protein_coding,advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320],naked_mole_rat
IL17A,ENSHGLG00000014659,ortholog_one2one,68.9873,IL17A,1,protein_coding,interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981],naked_mole_rat
OR6C75,ENSHGLG00000047437,ortholog_one2one,88.4615,,17,protein_coding,,naked_mole_rat
B3GALT4,ENSHGLG00000046221,ortholog_one2one,77.8378,B3GALT4,13,protein_coding,"beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]",naked_mole_rat
PGR,ENSHGLG00000001843,ortholog_one2one,82.5849,PGR,5,protein_coding,progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910],naked_mole_rat
OR6C6,ENSHGLG00000000243,ortholog_one2one,84.953,,17,protein_coding,,naked_mole_rat
KBTBD11,ENSHGLG00000035008,ortholog_one2one,74.883,KBTBD11,6,protein_coding,kelch repeat and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29104],naked_mole_rat
RPS6KA6,ENSHGLG00000004511,ortholog_one2one,86.0097,RPS6KA6,X,protein_coding,ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435],naked_mole_rat
LALBA,ENSHGLG00000004311,ortholog_one2one,68.1159,,17,protein_coding,,naked_mole_rat
ARHGEF10,ENSHGLG00000003965,ortholog_one2one,79.8018,ARHGEF10,6,protein_coding,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103],naked_mole_rat
IRAK1BP1,ENSHGLG00000002796,ortholog_one2one,65.8537,IRAK1BP1,22,protein_coding,interleukin 1 receptor associated kinase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17368],naked_mole_rat
NEUROD4,ENSHGLG00000019745,ortholog_one2one,90.6061,,17,protein_coding,,naked_mole_rat
BCL11A,ENSHGLG00000019600,ortholog_one2one,99.7605,BCL11A,4,protein_coding,BCL11 transcription factor A [Source:UniProtKB Gene Name;Acc:A0A0P6JET3],naked_mole_rat
LRFN2,ENSHGLG00000032699,ortholog_one2one,89.651,LRFN2,13,protein_coding,leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226],naked_mole_rat
MOCOS,ENSHGLG00000001785,ortholog_one2one,79.8368,MOCOS,18,protein_coding,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234],naked_mole_rat
MCM8,ENSHGLG00000038222,ortholog_one2one,85.8974,,15,protein_coding,,naked_mole_rat
C3orf62,ENSHGLG00000032235,ortholog_one2one,71.9626,C3orf62,8,protein_coding,chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771],naked_mole_rat
DENND6B,ENSHGLG00000046028,ortholog_one2one,88.2979,DENND6B,OX090908.1,protein_coding,DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
MDN1,ENSHGLG00000001674,ortholog_one2one,87.7992,,1,protein_coding,midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302],naked_mole_rat
MSH5,ENSHGLG00000012630,ortholog_one2one,87.7214,MSH5,13,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328],naked_mole_rat
FAT2,ENSHGLG00000015818,ortholog_one2one,84.3959,,4,protein_coding,,naked_mole_rat
CIMAP1A,ENSHGLG00000017967,ortholog_one2one,93.3071,ODF3,OX090908.1,protein_coding,ciliary microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:19905],naked_mole_rat
TP63,ENSHGLG00000016277,ortholog_one2one,98.5294,TP63,8,protein_coding,tumor protein p63 [Source:UniProtKB Gene Name;Acc:A0A0P6J3J0],naked_mole_rat
OAZ2,ENSHGLG00000034510,ortholog_one2one,88.7006,Oaz2,27,protein_coding,ornithine decarboxylase antizyme 2 [Source:NCBI gene (formerly Entrezgene);Acc:101701408],naked_mole_rat
MSX2,ENSHGLG00000017569,ortholog_one2one,95.5224,MSX2,4,protein_coding,msh homeobox 2 [Source:UniProtKB Gene Name;Acc:G5CAV8],naked_mole_rat
TRIM3,ENSHGLG00000004231,ortholog_one2one,98.9247,TRIM3,5,protein_coding,tripartite motif containing 3 [Source:UniProtKB Gene Name;Acc:G5BBQ9],naked_mole_rat
CPNE5,ENSHGLG00000017384,ortholog_one2one,95.7237,CPNE5,13,protein_coding,copine 5 [Source:UniProtKB Gene Name;Acc:A0A0P6JBC7],naked_mole_rat
CLC,ENSHGLG00000009725,ortholog_one2one,93.913,CLCF1,22,protein_coding,cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412],naked_mole_rat
ZNF300,ENSHGLG00000007766,ortholog_one2one,86.9783,,6,protein_coding,,naked_mole_rat
CEBPA,ENSHGLG00000043594,ortholog_one2one,67.9012,CEBPA,28,protein_coding,CCAAT enhancer binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1833],naked_mole_rat
ZNF536,ENSHGLG00000013749,ortholog_one2one,86.9471,ZNF536,28,protein_coding,zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025],naked_mole_rat
TRMT6,ENSHGLG00000015405,ortholog_one2one,83.9248,TRMT6,15,protein_coding,tRNA methyltransferase 6 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:20900],naked_mole_rat
TACR1,ENSHGLG00000045416,ortholog_one2one,96.5602,TACR1,4,protein_coding,tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526],naked_mole_rat
PPARA,ENSHGLG00000011724,ortholog_one2one,90.1499,PPARA,5,protein_coding,peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232],naked_mole_rat
ZC3H12D,ENSHGLG00000008570,ortholog_one2one,74.0319,ZC3H12D,1,protein_coding,zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175],naked_mole_rat
CIB4,ENSHGLG00000017440,ortholog_one2one,68.75,CIB4,4,protein_coding,calcium and integrin binding family member 4 [Source:HGNC Symbol;Acc:HGNC:33703],naked_mole_rat
HECTD4,ENSHGLG00000010436,ortholog_one2one,97.7798,HECTD4,23,protein_coding,HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611],naked_mole_rat
RING1,ENSHGLG00000019474,ortholog_one2one,98.25,RING1,13,protein_coding,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018],naked_mole_rat
ERG,ENSHGLG00000017640,ortholog_one2one,89.9606,ERG,2,protein_coding,ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446],naked_mole_rat
TAP2,ENSHGLG00000019356,ortholog_one2one,73.8944,TAP2,13,protein_coding,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",naked_mole_rat
GUCA1A,ENSHGLG00000017348,ortholog_one2one,62.807,GUCA1A,13,protein_coding,guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678],naked_mole_rat
MYBPC3,ENSHGLG00000044290,ortholog_one2one,77.2908,,22,protein_coding,,naked_mole_rat
ACTBL2,ENSHGLG00000020239,ortholog_one2one,97.8723,ACTBL2,16,protein_coding,actin beta like 2 [Source:HGNC Symbol;Acc:HGNC:17780],naked_mole_rat
SLX4IP,ENSHGLG00000009654,ortholog_one2one,77.6961,SLX4IP,15,protein_coding,SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225],naked_mole_rat
H2AC1,ENSHGLG00000039058,ortholog_one2one,92.2481,,19,protein_coding,,naked_mole_rat
GLP1R,ENSHGLG00000017023,ortholog_one2one,92.4406,GLP1R,13,protein_coding,glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324],naked_mole_rat
RAB31,ENSHGLG00000042251,ortholog_one2one,80.7512,RAB31,18,protein_coding,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",naked_mole_rat
CRLS1,ENSHGLG00000042310,ortholog_one2one,95.0739,CRLS1,15,protein_coding,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148],naked_mole_rat
DNAH6,ENSHGLG00000016621,ortholog_one2one,89.8141,,4,protein_coding,,naked_mole_rat
SAYSD1,ENSHGLG00000017010,ortholog_one2one,75.5319,SAYSD1,13,protein_coding,SAYSVFN motif domain containing 1 [Source:UniProtKB Gene Name;Acc:G5B9F1],naked_mole_rat
PCDH1,ENSHGLG00000009729,ortholog_one2one,93.9082,PCDH1,6,protein_coding,protocadherin 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JY41],naked_mole_rat
SPATA8,ENSHGLG00000012136,ortholog_one2one,65.411,SPATS1,13,protein_coding,spermatogenesis associated serine rich 1 [Source:HGNC Symbol;Acc:HGNC:22957],naked_mole_rat
RPP21,ENSHGLG00000045079,ortholog_one2one,61.5023,RPP21,OX090908.1,protein_coding,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300],naked_mole_rat
HLA-DPA1,ENSHGLG00000019266,ortholog_one2one,67.7852,HLA-DPA1,13,protein_coding,"major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]",naked_mole_rat
GAPDHS,ENSHGLG00000015071,ortholog_one2one,84.0304,GAPDHS,28,protein_coding,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]",naked_mole_rat
MTCL3,ENSHGLG00000009863,ortholog_one2one,78.6021,MTCL3,1,protein_coding,MTCL family member 3 [Source:HGNC Symbol;Acc:HGNC:21494],naked_mole_rat
FGF6,ENSHGLG00000005621,ortholog_one2one,85.0962,FGF6,5,protein_coding,fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684],naked_mole_rat
NCOA6,ENSHGLG00000005296,ortholog_one2one,93.6284,,15,protein_coding,,naked_mole_rat
