heterocephalus_glaber_female_gene,homo_sapiens_gene,orthology_type,perc_id,dn_ds
PARP12,ENSG00000059378,ortholog_one2one,81.0271,
KDM7A,ENSG00000006459,ortholog_one2one,91.8172,
MARCHF4,ENSG00000144583,ortholog_one2one,91.9512,
SMARCAL1,ENSG00000138375,ortholog_one2one,78.826,
DNPEP,ENSG00000123992,ortholog_one2one,88.6598,
C2orf80,ENSG00000188674,ortholog_one2one,75.1295,
GPBAR1,ENSG00000179921,ortholog_one2one,85.1515,
AAMP,ENSG00000127837,ortholog_one2one,98.1567,
PIKFYVE,ENSG00000115020,ortholog_one2one,94.4709,
TMBIM1,ENSG00000135926,ortholog_one2one,89.0675,
DES,ENSG00000175084,ortholog_one2one,95.7447,
ATIC,ENSG00000138363,ortholog_one2one,94.2568,
RAB19,ENSG00000146955,ortholog_one2one,84.3318,
MKRN1,ENSG00000133606,ortholog_one2one,90.0415,
CATIP,ENSG00000158428,ortholog_one2one,74.1602,
SLC11A1,ENSG00000018280,ortholog_one2one,89.2727,
DENND2A,ENSG00000146966,ortholog_one2one,67.5917,
ADCK2,ENSG00000133597,ortholog_one2one,68.0511,
CTDSP1,ENSG00000144579,ortholog_one2one,92.7203,
BRAF,ENSG00000157764,ortholog_one2one,91.5144,
SPEG,ENSG00000072195,ortholog_one2one,91.8274,
GMPPA,ENSG00000144591,ortholog_one2one,94.2857,
VIL1,ENSG00000127831,ortholog_one2one,88.7545,
USP37,ENSG00000135913,ortholog_one2one,93.2584,
TMEM178B,ENSG00000261115,ortholog_one2one,99.3197,
CNOT9,ENSG00000144580,ortholog_one2one,99.6656,
AGK,ENSG00000006530,ortholog_one2one,91.9431,
PLCD4,ENSG00000115556,ortholog_one2one,72.9659,
DENND11,ENSG00000257093,ortholog_one2one,95.8242,
TAS2R38,ENSG00000257138,ortholog_one2one,67.8679,
BCS1L,ENSG00000074582,ortholog_one2one,90.6921,
RNF25,ENSG00000163481,ortholog_one2one,85.8388,
STK36,ENSG00000163482,ortholog_one2one,85.4753,
FN1,ENSG00000115414,ortholog_one2one,92.935,
ASIC4,ENSG00000072182,ortholog_one2one,96.2894,
CHPF,ENSG00000123989,ortholog_one2one,93.5484,
TMEM198,ENSG00000188760,ortholog_one2one,97.5,
U6,ENSG00000252980,ortholog_one2one,67.0,
OBSL1,ENSG00000124006,ortholog_one2one,89.9789,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
CYP27A1,ENSG00000135929,ortholog_one2one,78.7194,
PRKAG3,ENSG00000115592,ortholog_one2one,65.4397,
TTLL4,ENSG00000135912,ortholog_one2one,78.4821,
MYL1,ENSG00000168530,ortholog_one2one,94.8454,
GALNT15,ENSG00000131386,ortholog_one2one,85.133,
LANCL1,ENSG00000115365,ortholog_one2one,94.2356,
SATB1,ENSG00000182568,ortholog_one2one,97.903,
STK11IP,ENSG00000144589,ortholog_one2one,76.9301,
EFHB,ENSG00000163576,ortholog_one2one,77.7911,
WNT6,ENSG00000115596,ortholog_one2one,96.9863,
WNT10A,ENSG00000135925,ortholog_one2one,97.1223,
CPS1,ENSG00000021826,ortholog_one2one,94.2,
PP2D1,ENSG00000183977,ortholog_one2one,62.0635,
SUV39H2,ENSG00000152455,ortholog_one2one,92.6829,
SLC4A3,ENSG00000114923,ortholog_one2one,90.9903,
HSPA14,ENSG00000187522,ortholog_one2one,93.5167,
SGOL1,ENSG00000129810,ortholog_one2one,73.814,
E2F3,ENSG00000112242,ortholog_one2one,95.0538,
ARHGEF3,ENSG00000163947,ortholog_one2one,92.2053,
MSANTD7,ENSG00000284024,ortholog_one2one,75.3463,
ERBB4,ENSG00000178568,ortholog_one2one,97.7064,
DENND6A,ENSG00000174839,ortholog_one2one,95.3947,
DPH3,ENSG00000154813,ortholog_one2one,97.561,
IL17RD,ENSG00000144730,ortholog_one2one,91.3396,
IKZF2,ENSG00000030419,ortholog_one2one,98.4791,
OXNAD1,ENSG00000154814,ortholog_one2one,83.0128,
FEV,ENSG00000163497,ortholog_one2one,96.6387,
DCP1A,ENSG00000272886,ortholog_one2one,86.9416,
CACNA1D,ENSG00000157388,ortholog_one2one,87.2744,
VWC2L,ENSG00000174453,ortholog_one2one,78.8288,
MAP3K8,ENSG00000107968,ortholog_one2one,94.6467,
ABCA12,ENSG00000144452,ortholog_one2one,89.7881,
CFAP65,ENSG00000181378,ortholog_one2one,72.3636,
MTPAP,ENSG00000107951,ortholog_one2one,74.3986,
NRP1,ENSG00000099250,ortholog_one2one,91.9827,
ELOVL4,ENSG00000118402,ortholog_one2one,93.3121,
ARHGAP12,ENSG00000165322,ortholog_one2one,90.1891,
OGFRL1,ENSG00000119900,ortholog_one2one,80.9313,
CDK5R2,ENSG00000171450,ortholog_one2one,96.1853,
FBP1,ENSG00000165140,ortholog_one2one,62.7219,
FANCC,ENSG00000158169,ortholog_one2one,75.448,
SOX18,ENSG00000203883,ortholog_one2one,84.375,
TPD52L2,ENSG00000101150,ortholog_one2one,88.835,
IRAK1BP1,ENSG00000146243,ortholog_one2one,83.0769,
PRIM2,ENSG00000146143,ortholog_one2one,89.9804,
EPC1,ENSG00000120616,ortholog_one2one,97.417,
RAB23,ENSG00000112210,ortholog_one2one,94.9367,
JCAD,ENSG00000165757,ortholog_one2one,58.7932,
ZNF512B,ENSG00000196700,ortholog_one2one,84.5291,
B3GAT2,ENSG00000112309,ortholog_one2one,91.0217,
ZNF451,ENSG00000112200,ortholog_one2one,85.1084,
FRMD4A,ENSG00000151474,ortholog_one2one,71.8961,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SMAP1,ENSG00000112305,ortholog_one2one,91.6488,
U6,ENSG00000252980,ortholog_one2one,67.0,
BEND6,ENSG00000151917,ortholog_one2one,88.8889,
SDHAF4,ENSG00000154079,ortholog_one2one,69.4444,
PNKD,ENSG00000127838,ortholog_one2one,79.4805,
HTR1B,ENSG00000135312,ortholog_one2one,89.4872,
SEPHS1,ENSG00000086475,ortholog_one2one,99.2347,
MEI4,ENSG00000269964,ortholog_one2one,71.6883,
RBM38,ENSG00000132819,ortholog_one2one,77.8243,
COL9A1,ENSG00000112280,ortholog_one2one,91.2052,
PPP1R3D,ENSG00000132825,ortholog_one2one,79.9331,
SH3BGRL2,ENSG00000198478,ortholog_one2one,73.8318,
DHTKD1,ENSG00000181192,ortholog_one2one,85.963,
PCK1,ENSG00000124253,ortholog_one2one,79.0997,
CSTF1,ENSG00000101138,ortholog_one2one,97.2158,
AURKA,ENSG00000087586,ortholog_one2one,86.8486,
FAM210B,ENSG00000124098,ortholog_one2one,79.1667,
SEC61A2,ENSG00000065665,ortholog_one2one,99.3698,
SAMD10,ENSG00000130590,ortholog_one2one,89.1089,
TCEA2,ENSG00000171703,ortholog_one2one,91.9732,
RGS19,ENSG00000171700,ortholog_one2one,67.2811,
NUDT5,ENSG00000165609,ortholog_one2one,89.9543,
LKAAEAR1,ENSG00000171695,ortholog_one2one,61.3402,
OPRL1,ENSG00000125510,ortholog_one2one,93.2432,
CDC123,ENSG00000151465,ortholog_one2one,95.2381,
YTHDF1,ENSG00000149658,ortholog_one2one,93.9177,
ARFGAP1,ENSG00000101199,ortholog_one2one,73.8916,
STX16,ENSG00000124222,ortholog_one2one,56.9231,
U6,ENSG00000252980,ortholog_one2one,67.0,
GNAS,ENSG00000087460,ortholog_one2one,89.3401,
PARD3,ENSG00000148498,ortholog_one2one,90.6874,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
CTSZ,ENSG00000101160,ortholog_one2one,53.4653,
ITGB1,ENSG00000150093,ortholog_one2one,92.9825,
TUBB1,ENSG00000101162,ortholog_one2one,80.2661,
PPDPF,ENSG00000125534,ortholog_one2one,71.9298,
DOK5,ENSG00000101134,ortholog_one2one,97.3856,
RAB22A,ENSG00000124209,ortholog_one2one,97.9381,
VAPB,ENSG00000124164,ortholog_one2one,96.7078,
APCDD1L,ENSG00000198768,ortholog_one2one,64.0719,
ODAD2,ENSG00000169126,ortholog_one2one,82.0881,
MPP7,ENSG00000150054,ortholog_one2one,95.6597,
CAMK1D,ENSG00000183049,ortholog_one2one,90.1299,
CCDC3,ENSG00000151468,ortholog_one2one,88.1481,
OPTN,ENSG00000123240,ortholog_one2one,81.1092,
MCM10,ENSG00000065328,ortholog_one2one,80.8924,
ZNF831,ENSG00000124203,ortholog_one2one,57.9606,
CIMIP1,ENSG00000124237,ortholog_one2one,53.2847,
IL17RB,ENSG00000056736,ortholog_one2one,62.9482,
ACTR8,ENSG00000113812,ortholog_one2one,98.5577,
CACNA2D3,ENSG00000157445,ortholog_one2one,97.6169,
TCFL5,ENSG00000101190,ortholog_one2one,82.6,
LRTM1,ENSG00000144771,ortholog_one2one,76.8116,
ITIH4,ENSG00000055955,ortholog_one2one,63.3333,
MUSTN1,ENSG00000272573,ortholog_one2one,90.2439,
STIMATE,ENSG00000213533,ortholog_one2one,82.3129,
SEMA3G,ENSG00000010319,ortholog_one2one,76.8542,
TNNC1,ENSG00000114854,ortholog_one2one,82.6087,
NISCH,ENSG00000010322,ortholog_one2one,86.5027,
STAB1,ENSG00000010327,ortholog_one2one,80.0389,
U6,ENSG00000252980,ortholog_one2one,67.0,
NT5DC2,ENSG00000168268,ortholog_one2one,84.0215,
WNT5A,ENSG00000114251,ortholog_one2one,98.4211,
FAM107A,ENSG00000168309,ortholog_one2one,81.9444,
ACOX2,ENSG00000168306,ortholog_one2one,66.8135,
KCTD6,ENSG00000168301,ortholog_one2one,98.3122,
PDHB,ENSG00000168291,ortholog_one2one,82.1727,
PXK,ENSG00000168297,ortholog_one2one,96.1938,
ERC2,ENSG00000187672,ortholog_one2one,98.8506,
CCDC66,ENSG00000180376,ortholog_one2one,72.1519,
TASOR,ENSG00000163946,ortholog_one2one,83.4132,
RFT1,ENSG00000163933,ortholog_one2one,84.658,
PRKCD,ENSG00000163932,ortholog_one2one,73.6686,
UQCC5,ENSG00000168273,ortholog_one2one,92.8571,
PBRM1,ENSG00000163939,ortholog_one2one,98.3568,
GLT8D1,ENSG00000016864,ortholog_one2one,92.9919,
SPCS1,ENSG00000114902,ortholog_one2one,96.0784,
NEK4,ENSG00000114904,ortholog_one2one,75.0297,
ITIH1,ENSG00000055957,ortholog_one2one,84.6323,
ITIH3,ENSG00000162267,ortholog_one2one,67.0787,
HIST1H1C,ENSG00000187837,ortholog_one2one,88.7324,
TMEM19,ENSG00000139291,ortholog_one2one,89.5833,
SLMAP,ENSG00000163681,ortholog_one2one,95.3682,
HPS1,ENSG00000107521,ortholog_one2one,83.4286,
ZFC3H1,ENSG00000133858,ortholog_one2one,94.8215,
PHF7,ENSG00000010318,ortholog_one2one,71.3911,
SFMBT1,ENSG00000163935,ortholog_one2one,94.9192,
FLNB,ENSG00000136068,ortholog_one2one,96.2337,
HTD2,ENSG00000255154,ortholog_one2one,83.3333,
ZNF385D,ENSG00000151789,ortholog_one2one,95.9494,
LEMD3,ENSG00000174106,ortholog_one2one,86.8277,
ABHD6,ENSG00000163686,ortholog_one2one,94.6588,
WIF1,ENSG00000156076,ortholog_one2one,94.1953,
MBOAT1,ENSG00000172197,ortholog_one2one,85.6566,
MDM1,ENSG00000111554,ortholog_one2one,79.8343,
COLQ,ENSG00000206561,ortholog_one2one,91.4286,
SOX4,ENSG00000124766,ortholog_one2one,79.3249,
HACL1,ENSG00000131373,ortholog_one2one,86.6782,
BTD,ENSG00000169814,ortholog_one2one,85.086,
ADAM8,ENSG00000151651,ortholog_one2one,53.7621,
TUBGCP2,ENSG00000130640,ortholog_one2one,88.6918,
IL22,ENSG00000127318,ortholog_one2one,72.067,
TBC1D30,ENSG00000111490,ortholog_one2one,90.8016,
SNORD19,ENSG00000212493,ortholog_one2one,86.7647,
SNORD69,ENSG00000212452,ortholog_one2one,88.3117,
SNORD19B,ENSG00000238862,ortholog_one2one,77.381,
CHDH,ENSG00000016391,ortholog_one2one,50.5051,
DYRK2,ENSG00000127334,ortholog_one2one,91.6805,
BEST3,ENSG00000127325,ortholog_one2one,83.5329,
FRS2,ENSG00000166225,ortholog_one2one,98.2283,
ZNF511,ENSG00000198546,ortholog_one2one,73.8095,
YEATS4,ENSG00000127337,ortholog_one2one,92.9515,
CALY,ENSG00000130643,ortholog_one2one,74.6544,
PRAP1,ENSG00000165828,ortholog_one2one,56.9536,
FUOM,ENSG00000148803,ortholog_one2one,66.8831,
NUP107,ENSG00000111581,ortholog_one2one,84.6487,
PAOX,ENSG00000148832,ortholog_one2one,77.1037,
GLRX3,ENSG00000108010,ortholog_one2one,86.5672,
LGR5,ENSG00000139292,ortholog_one2one,90.5182,
NPS,ENSG00000214285,ortholog_one2one,78.6517,
PYROXD2,ENSG00000119943,ortholog_one2one,75.5594,
EDN3,ENSG00000211965,ortholog_one2one,78.9916,
IFNG,ENSG00000111537,ortholog_one2one,61.4458,
CAND1,ENSG00000111530,ortholog_one2one,99.7561,
MTG1,ENSG00000148824,ortholog_one2one,82.0359,
ATXN7L3B,ENSG00000253719,ortholog_one2one,100.0,
LYZ,ENSG00000090382,ortholog_one2one,78.3784,
SPRN,ENSG00000203772,ortholog_one2one,77.4834,
OSBPL2,ENSG00000130703,ortholog_one2one,76.25,
CPSF6,ENSG00000111605,ortholog_one2one,99.8185,
FOXI2,ENSG00000186766,ortholog_one2one,75.7862,
ADRM1,ENSG00000130706,ortholog_one2one,75.43,
GPR123,ENSG00000197177,ortholog_one2one,83.5714,
GRIP1,ENSG00000155974,ortholog_one2one,94.1489,
JAKMIP3,ENSG00000188385,ortholog_one2one,92.0804,
DPYSL4,ENSG00000151640,ortholog_one2one,93.1818,
STK32C,ENSG00000165752,ortholog_one2one,90.535,
PWWP2B,ENSG00000171813,ortholog_one2one,77.9661,
INPP5A,ENSG00000068383,ortholog_one2one,91.0194,
SLC25A28,ENSG00000155287,ortholog_one2one,98.9011,
CLRN3,ENSG00000180745,ortholog_one2one,77.4336,
PRPF6,ENSG00000101161,ortholog_one2one,85.7598,
PTPRE,ENSG00000132334,ortholog_one2one,93.4286,
HELB,ENSG00000127311,ortholog_one2one,71.7571,
LSM14B,ENSG00000149657,ortholog_one2one,83.6364,
SS18L1,ENSG00000184402,ortholog_one2one,71.4646,
CYP2E1,ENSG00000130649,ortholog_one2one,78.499,
TPH2,ENSG00000139287,ortholog_one2one,95.7143,
IRAK3,ENSG00000090376,ortholog_one2one,78.1879,
SPO11,ENSG00000054796,ortholog_one2one,87.6263,
NKX2-3,ENSG00000119919,ortholog_one2one,88.7363,
GOT1,ENSG00000120053,ortholog_one2one,85.23,
CNKSR3,ENSG00000153721,ortholog_one2one,90.991,
TMBIM4,ENSG00000155957,ortholog_one2one,91.5966,
CNNM1,ENSG00000119946,ortholog_one2one,92.6393,
TRHDE,ENSG00000072657,ortholog_one2one,95.9775,
HPSE2,ENSG00000172987,ortholog_one2one,98.8176,
IPCEF1,ENSG00000074706,ortholog_one2one,71.9178,
PTPRR,ENSG00000153233,ortholog_one2one,92.5419,
Oprm1,ENSG00000112038,ortholog_one2one,92.5,
PTPRB,ENSG00000127329,ortholog_one2one,86.9074,
TCERG1L,ENSG00000176769,ortholog_one2one,77.8157,
SCML4,ENSG00000146285,ortholog_one2one,81.401,
MGMT,ENSG00000170430,ortholog_one2one,68.1159,
BEND3,ENSG00000178409,ortholog_one2one,92.8744,
DNMBP,ENSG00000107554,ortholog_one2one,59.8605,
KCNMB4,ENSG00000135643,ortholog_one2one,97.619,
QRSL1,ENSG00000130348,ortholog_one2one,90.9091,
RTN4IP1,ENSG00000130347,ortholog_one2one,91.6667,
CRYBG1,ENSG00000112297,ortholog_one2one,78.7424,
TSPAN8,ENSG00000127324,ortholog_one2one,66.2447,
HMGA2,ENSG00000149948,ortholog_one2one,98.1651,
SNX3,ENSG00000112335,ortholog_one2one,99.3827,
ATG5,ENSG00000057663,ortholog_one2one,98.1818,
PRDM1,ENSG00000057657,ortholog_one2one,89.8182,
SOBP,ENSG00000112320,ortholog_one2one,95.9908,
GTF2H5,ENSG00000272047,ortholog_one2one,100.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SERAC1,ENSG00000122335,ortholog_one2one,89.7553,
SYNJ2,ENSG00000078269,ortholog_one2one,81.6176,
NR2E1,ENSG00000112333,ortholog_one2one,98.7013,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
OSTM1,ENSG00000081087,ortholog_one2one,82.9341,
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,
SEC63,ENSG00000025796,ortholog_one2one,94.8684,
PDSS2,ENSG00000164494,ortholog_one2one,88.9724,
RGS17,ENSG00000091844,ortholog_one2one,97.619,
MTRF1L,ENSG00000112031,ortholog_one2one,86.8421,
TFB1M,ENSG00000029639,ortholog_one2one,88.4393,
TIAM2,ENSG00000146426,ortholog_one2one,87.184,
SCAF8,ENSG00000213079,ortholog_one2one,95.6727,
SNX9,ENSG00000130340,ortholog_one2one,91.5966,
ZDHHC14,ENSG00000175048,ortholog_one2one,96.3115,
IFT43,ENSG00000119650,ortholog_one2one,72.1154,
GPATCH2L,ENSG00000089916,ortholog_one2one,95.0207,
VIP,ENSG00000146469,ortholog_one2one,84.1176,
ESRRB,ENSG00000119715,ortholog_one2one,97.7974,
MYCT1,ENSG00000120279,ortholog_one2one,61.2766,
VASH1,ENSG00000071246,ortholog_one2one,94.2466,
ANGEL1,ENSG00000013523,ortholog_one2one,85.9701,
LRRC74A,ENSG00000100565,ortholog_one2one,72.3991,
IRF2BPL,ENSG00000119669,ortholog_one2one,74.8744,
LIN28B,ENSG00000187772,ortholog_one2one,91.2,
CIPC,ENSG00000198894,ortholog_one2one,89.4737,
BVES,ENSG00000112276,ortholog_one2one,91.1111,
ZDHHC22,ENSG00000177108,ortholog_one2one,93.5361,
TMEM63C,ENSG00000165548,ortholog_one2one,86.9727,
POPDC3,ENSG00000132429,ortholog_one2one,95.5326,
Ngb,ENSG00000165553,ortholog_one2one,93.3775,
CLDN20,ENSG00000171217,ortholog_one2one,77.6256,
POMT2,ENSG00000009830,ortholog_one2one,90.9333,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORD100,ENSG00000221500,ortholog_one2one,86.8421,
SNORD101,ENSG00000206754,ortholog_one2one,95.8904,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
NTSR1,ENSG00000101188,ortholog_one2one,83.2536,
NPBWR2,ENSG00000125522,ortholog_one2one,78.979,
MRGBP,ENSG00000101189,ortholog_one2one,60.2941,
GMEB2,ENSG00000101216,ortholog_one2one,89.434,
STMN3,ENSG00000197457,ortholog_one2one,94.4444,
IL33,ENSG00000137033,ortholog_one2one,62.2222,
TNFRSF6B,ENSG00000243509,ortholog_one2one,69.3333,
BRD10,ENSG00000183354,ortholog_one2one,85.0689,
ARFRP1,ENSG00000101246,ortholog_one2one,93.0348,
GSTZ1,ENSG00000100577,ortholog_one2one,86.5741,
PTPRD,ENSG00000153707,ortholog_one2one,97.8557,
ZBTB46,ENSG00000130584,ortholog_one2one,63.837,
BLOC1S2,ENSG00000196072,ortholog_one2one,86.6197,
EEF1A2,ENSG00000101210,ortholog_one2one,100.0,
CWF19L1,ENSG00000095485,ortholog_one2one,90.8922,
CHUK,ENSG00000213341,ortholog_one2one,96.2416,
BHLHE23,ENSG00000125533,ortholog_one2one,74.2739,
ERMP1,ENSG00000099219,ortholog_one2one,88.0531,
CPN1,ENSG00000120054,ortholog_one2one,81.6594,
RIC1,ENSG00000107036,ortholog_one2one,94.3078,
CUTC,ENSG00000119929,ortholog_one2one,85.7143,
COX15,ENSG00000014919,ortholog_one2one,91.4634,
ENTPD7,ENSG00000198018,ortholog_one2one,95.1987,
CD274,ENSG00000120217,ortholog_one2one,68.6207,
EBF3,ENSG00000108001,ortholog_one2one,98.0922,
PLGRKT,ENSG00000107020,ortholog_one2one,85.7143,
JAK2,ENSG00000096968,ortholog_one2one,95.8481,
RCL1,ENSG00000120158,ortholog_one2one,97.5871,
CDC37L1,ENSG00000106993,ortholog_one2one,93.7685,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORA12,ENSG00000212464,ortholog_one2one,78.2313,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SPATA6L,ENSG00000106686,ortholog_one2one,73.4694,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
ABCC2,ENSG00000023839,ortholog_one2one,81.165,
MIR124-3,ENSG00000207598,ortholog_one2one,91.954,
PLPP6,ENSG00000205808,ortholog_one2one,91.5254,
SLC1A1,ENSG00000106688,ortholog_one2one,91.9847,
GLIS3,ENSG00000107249,ortholog_one2one,88.4946,
UHRF2,ENSG00000147854,ortholog_one2one,92.394,
LRRC4C,ENSG00000148948,ortholog_one2one,99.6875,
COMMD9,ENSG00000110442,ortholog_one2one,87.8788,
TRIM44,ENSG00000166326,ortholog_one2one,88.9535,
LDLRAD3,ENSG00000179241,ortholog_one2one,93.6232,
CREB3L1,ENSG00000157613,ortholog_one2one,71.6763,
KDM4C,ENSG00000107077,ortholog_one2one,89.3939,
AMBRA1,ENSG00000110497,ortholog_one2one,91.9877,
ACCS,ENSG00000110455,ortholog_one2one,62.8743,
RFX3,ENSG00000080298,ortholog_one2one,99.466,
ALX4,ENSG00000052850,ortholog_one2one,77.6156,
PRR5L,ENSG00000135362,ortholog_one2one,88.8587,
TRAF6,ENSG00000175104,ortholog_one2one,92.3372,
CD44,ENSG00000026508,ortholog_one2one,72.2372,
SLC1A2,ENSG00000110436,ortholog_one2one,95.6446,
PAMR1,ENSG00000149090,ortholog_one2one,90.1389,
CD82,ENSG00000085117,ortholog_one2one,67.4157,
DMRT1,ENSG00000137090,ortholog_one2one,78.0161,
TTC17,ENSG00000052841,ortholog_one2one,95.9685,
KANK1,ENSG00000107104,ortholog_one2one,85.8728,
ALKBH3,ENSG00000166199,ortholog_one2one,80.4196,
DMRT3,ENSG00000064218,ortholog_one2one,91.7373,
PUM3,ENSG00000080608,ortholog_one2one,90.4321,
IFTAP,ENSG00000166352,ortholog_one2one,61.991,
KCNV2,ENSG00000168263,ortholog_one2one,80.9174,
HSD17B12,ENSG00000149084,ortholog_one2one,74.0385,
VLDLR,ENSG00000147852,ortholog_one2one,94.0435,
TSPAN18,ENSG00000157570,ortholog_one2one,52.0161,
APIP,ENSG00000149089,ortholog_one2one,92.9752,
SLC35C1,ENSG00000181830,ortholog_one2one,91.7582,
CRY2,ENSG00000121671,ortholog_one2one,77.9089,
PEX16,ENSG00000121680,ortholog_one2one,74.7024,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
FJX1,ENSG00000179431,ortholog_one2one,91.9908,
U6,ENSG00000252980,ortholog_one2one,67.0,
RAG1,ENSG00000166349,ortholog_one2one,91.0834,
C11orf96,ENSG00000187479,ortholog_one2one,95.082,
RAG2,ENSG00000175097,ortholog_one2one,91.2713,
U6,ENSG00000252980,ortholog_one2one,67.0,
TMED8,ENSG00000100580,ortholog_one2one,87.3846,
SAMD15,ENSG00000100583,ortholog_one2one,56.8249,
NOXRED1,ENSG00000165555,ortholog_one2one,66.2953,
VIPAS39,ENSG00000151445,ortholog_one2one,95.3347,
ISM2,ENSG00000100593,ortholog_one2one,58.8441,
ALKBH1,ENSG00000100601,ortholog_one2one,86.8895,
SNW1,ENSG00000100603,ortholog_one2one,98.694,
ADCK1,ENSG00000063761,ortholog_one2one,90.631,
KIAA0408,ENSG00000189367,ortholog_one2one,66.4265,
AIRIM,ENSG00000116922,ortholog_one2one,86.6995,
MTCL3,ENSG00000214338,ortholog_one2one,77.1911,
RSPO1,ENSG00000169218,ortholog_one2one,87.4525,
TMEM39B,ENSG00000121775,ortholog_one2one,98.374,
KHDRBS1,ENSG00000121774,ortholog_one2one,99.3228,
DIO2,ENSG00000211448,ortholog_one2one,82.7839,
CEP128,ENSG00000100629,ortholog_one2one,86.0146,
THEMIS,ENSG00000172673,ortholog_one2one,79.0952,
GUCA2A,ENSG00000197273,ortholog_one2one,68.6957,
PTPRK,ENSG00000152894,ortholog_one2one,98.4028,
GUCA2B,ENSG00000044012,ortholog_one2one,73.2143,
TSHR,ENSG00000165409,ortholog_one2one,87.5654,
GTF2A1,ENSG00000165417,ortholog_one2one,98.6702,
HPCA,ENSG00000121905,ortholog_one2one,100.0,
SPOCD1,ENSG00000134668,ortholog_one2one,52.1382,
CACNB4,ENSG00000182389,ortholog_one2one,90.9615,
LAMA2,ENSG00000196569,ortholog_one2one,88.8853,
ADGRB2,ENSG00000121753,ortholog_one2one,89.8423,
C1orf94,ENSG00000142698,ortholog_one2one,67.3913,
MAP3K19,ENSG00000176601,ortholog_one2one,73.5693,
CSMD2,ENSG00000121904,ortholog_one2one,95.7587,
AKIRIN1,ENSG00000174574,ortholog_one2one,95.8333,
TMEM163,ENSG00000152128,ortholog_one2one,79.9308,
RHBDL2,ENSG00000158315,ortholog_one2one,88.1188,
ACMSD,ENSG00000153086,ortholog_one2one,88.3929,
STON2,ENSG00000140022,ortholog_one2one,85.1309,
RRAGC,ENSG00000116954,ortholog_one2one,99.2481,
MGAT5,ENSG00000152127,ortholog_one2one,97.4359,
TFAP2E,ENSG00000116819,ortholog_one2one,91.1765,
NCKAP5,ENSG00000176771,ortholog_one2one,73.7559,
Pum1,ENSG00000134644,ortholog_one2one,99.1582,
LYPD1,ENSG00000150551,ortholog_one2one,87.234,
GPR39,ENSG00000183840,ortholog_one2one,80.574,
SYNC,ENSG00000162520,ortholog_one2one,80.7054,
ARHGAP18,ENSG00000146376,ortholog_one2one,87.7828,
ZBTB8A,ENSG00000160062,ortholog_one2one,94.1043,
ZBTB8B,ENSG00000273274,ortholog_one2one,87.2727,
SAMD3,ENSG00000164483,ortholog_one2one,79.4231,
NFYC,ENSG00000066136,ortholog_one2one,99.403,
L3MBTL3,ENSG00000198945,ortholog_one2one,92.8205,
SMAP2,ENSG00000084070,ortholog_one2one,89.9767,
CLSPN,ENSG00000092853,ortholog_one2one,83.5698,
HINT3,ENSG00000111911,ortholog_one2one,57.6923,
MYOD1,ENSG00000129152,ortholog_one2one,92.8125,
CENPW,ENSG00000203760,ortholog_one2one,75.0,
SLC17A6,ENSG00000091664,ortholog_one2one,98.11,
TMEM200A,ENSG00000164484,ortholog_one2one,92.057,
COL16A1,ENSG00000084636,ortholog_one2one,85.7232,
TMEM86A,ENSG00000151117,ortholog_one2one,85.0,
NEB,ENSG00000183091,ortholog_one2one,79.39,
PARVA,ENSG00000197702,ortholog_one2one,99.7312,
PEF1,ENSG00000162517,ortholog_one2one,89.4366,
RSPO3,ENSG00000146374,ortholog_one2one,88.2353,
RNF146,ENSG00000118518,ortholog_one2one,93.8719,
HCRTR1,ENSG00000121764,ortholog_one2one,93.1765,
NCDN,ENSG00000020129,ortholog_one2one,94.9246,
ECHDC1,ENSG00000093144,ortholog_one2one,85.7143,
KIAA0319L,ENSG00000142687,ortholog_one2one,89.6092,
DKK3,ENSG00000050165,ortholog_one2one,87.4286,
USP47,ENSG00000170242,ortholog_one2one,97.4908,
