homo_sapiens_gene,heterocephalus_glaber_female_gene,orthology_type,perc_id,dn_ds
IFIT2,ENSHGLG00000009880,ortholog_one2one,68.8559,
FGF21,ENSHGLG00000007793,ortholog_one2one,53.0909,
IL2,ENSHGLG00000001971,ortholog_one2one,62.3457,
ZNF774,ENSHGLG00000035870,ortholog_one2one,78.9883,
CHAT,ENSHGLG00000000867,ortholog_one2one,87.9875,
PPP1R42,ENSHGLG00000008475,ortholog_one2one,89.8496,
SH2D7,ENSHGLG00000001523,ortholog_one2one,66.6667,
ALG5,ENSHGLG00000003783,ortholog_one2one,92.9012,
CD72,ENSHGLG00000003067,ortholog_one2one,58.445,
RPS9,ENSHGLG00000017784,ortholog_one2one,100.0,
ODAPH,ENSHGLG00000013662,ortholog_one2one,47.973,
PURG,ENSHGLG00000003706,ortholog_one2one,91.3043,
SLC9A8,ENSHGLG00000006337,ortholog_one2one,75.8475,
ALKAL1,ENSHGLG00000038780,ortholog_one2one,82.6772,
HAND2,ENSHGLG00000044998,ortholog_one2one,55.0,
UBE2QL1,ENSHGLG00000042708,ortholog_one2one,55.9028,
TMEM150B,ENSHGLG00000014752,ortholog_one2one,72.5806,
C1QTNF6,ENSHGLG00000034878,ortholog_one2one,56.7839,
MED28,ENSHGLG00000042367,ortholog_one2one,94.382,
GABRA6,ENSHGLG00000006271,ortholog_one2one,91.3907,
ANKRD63,ENSHGLG00000050228,ortholog_one2one,92.4675,
ZSWIM1,ENSHGLG00000010261,ortholog_one2one,87.5,
FABP9,ENSHGLG00000045805,ortholog_one2one,70.2128,
APCDD1L,ENSHGLG00000044632,ortholog_one2one,67.5789,
LCN9,ENSHGLG00000012960,ortholog_one2one,35.9606,
SLC10A5,ENSHGLG00000033014,ortholog_one2one,78.5714,
MAPK11,ENSHGLG00000016345,ortholog_one2one,69.7892,
CHMP4C,ENSHGLG00000015356,ortholog_one2one,79.0984,
UNC13C,ENSHGLG00000006768,ortholog_one2one,88.4944,
POLR3F,ENSHGLG00000011867,ortholog_one2one,88.8252,
COX6B2,ENSHGLG00000043169,ortholog_one2one,70.4545,
LHX2,ENSHGLG00000014024,ortholog_one2one,99.5074,
BORA,ENSHGLG00000013729,ortholog_one2one,74.1294,
RDH13,ENSHGLG00000011245,ortholog_one2one,85.6287,
GINS4,ENSHGLG00000038877,ortholog_one2one,77.3077,
TFPT,ENSHGLG00000011259,ortholog_one2one,56.0166,
PRPF31,ENSHGLG00000010504,ortholog_one2one,92.5275,
DOCK8,ENSHGLG00000016578,ortholog_one2one,92.2925,
KIF5C,ENSHGLG00000002894,ortholog_one2one,98.75,
DNTTIP1,ENSHGLG00000005000,ortholog_one2one,95.4545,
NDUFA3,ENSHGLG00000012496,ortholog_one2one,48.9051,
IL11,ENSHGLG00000039159,ortholog_one2one,88.9447,
OR4K2,ENSHGLG00000019998,ortholog_one2one,85.8044,
OR4K14,ENSHGLG00000020266,ortholog_one2one,85.1613,
IMP3,ENSHGLG00000013075,ortholog_one2one,98.2729,
OR4K1,ENSHGLG00000034184,ortholog_one2one,89.0675,
OR10G3,ENSHGLG00000020251,ortholog_one2one,88.4984,
EIF4EBP3,ENSHGLG00000036581,ortholog_one2one,95.0,
MIF,ENSHGLG00000048192,ortholog_one2one,74.6429,
TKTL1,ENSHGLG00000042978,ortholog_one2one,70.9302,
SLC18A3,ENSHGLG00000020633,ortholog_one2one,91.1321,
SNAPC5,ENSHGLG00000040904,ortholog_one2one,49.5413,
SERTM1,ENSHGLG00000047070,ortholog_one2one,96.2617,
HMX2,ENSHGLG00000042092,ortholog_one2one,95.2381,
RB1,ENSHGLG00000003581,ortholog_one2one,89.297,
DND1,ENSHGLG00000009358,ortholog_one2one,70.3786,
RALGAPA1,ENSHGLG00000001193,ortholog_one2one,93.2889,
FAM107B,ENSHGLG00000048789,ortholog_one2one,50.5682,
SNORD16,ENSHGLG00000023050,ortholog_one2one,96.9697,
SNORD18A,ENSHGLG00000031963,ortholog_one2one,87.3239,
ZNF784,ENSHGLG00000039665,ortholog_one2one,55.9671,
IMPG1,ENSHGLG00000009293,ortholog_one2one,62.0584,
SLC24A5,ENSHGLG00000013142,ortholog_one2one,84.8,
GAL3ST2,ENSHGLG00000013016,ortholog_one2one,94.213,
NEU4,ENSHGLG00000003691,ortholog_one2one,65.1685,
APC2,ENSHGLG00000007588,ortholog_one2one,64.6884,
NHSL2,ENSHGLG00000004791,ortholog_one2one,84.3478,
CABIN1,ENSHGLG00000010286,ortholog_one2one,91.8377,
PROM2,ENSHGLG00000010645,ortholog_one2one,76.5356,
SOWAHB,ENSHGLG00000013102,ortholog_one2one,63.8926,
IL1RAPL1,ENSHGLG00000005303,ortholog_one2one,96.4838,
SLC12A1,ENSHGLG00000014401,ortholog_one2one,92.1747,
FAHD2A,ENSHGLG00000049951,ortholog_one2one,80.7818,
PPDPF,ENSHGLG00000014857,ortholog_one2one,71.9298,
FAT4,ENSHGLG00000018796,ortholog_one2one,94.6597,
ZC2HC1B,ENSHGLG00000009453,ortholog_one2one,61.6788,
MRPL39,ENSHGLG00000009251,ortholog_one2one,82.8255,
VWA8,ENSHGLG00000007298,ortholog_one2one,90.766,
C22orf15,ENSHGLG00000041140,ortholog_one2one,62.3377,
RNU6-746P,ENSHGLG00000023157,ortholog_one2one,83.0189,
CHCHD10,ENSHGLG00000037941,ortholog_one2one,89.4366,
RNU2-40P,ENSHGLG00000024112,ortholog_one2one,63.4921,
C4orf36,ENSHGLG00000001308,ortholog_one2one,36.4162,
MMP11,ENSHGLG00000018761,ortholog_one2one,86.4198,
NDUFA3,ENSHGLG00000012496,ortholog_one2one,48.9051,
PDE7B,ENSHGLG00000048791,ortholog_one2one,80.3213,
POU4F2,ENSHGLG00000000719,ortholog_one2one,98.263,
SULT4A1,ENSHGLG00000005968,ortholog_one2one,72.987,
IL1RAPL2,ENSHGLG00000001940,ortholog_one2one,94.1349,
SMPD4,ENSHGLG00000019565,ortholog_one2one,84.4622,
RTP5,ENSHGLG00000004109,ortholog_one2one,40.7143,
SCAND1,ENSHGLG00000032951,ortholog_one2one,73.1844,
PDCD1,ENSHGLG00000032677,ortholog_one2one,53.012,
IL21,ENSHGLG00000002030,ortholog_one2one,78.0822,
IMPACT,ENSHGLG00000032618,ortholog_one2one,83.3333,
GNRH2,ENSHGLG00000048134,ortholog_one2one,55.6522,
SMARCB1,ENSHGLG00000019077,ortholog_one2one,100.0,
COL5A3,ENSHGLG00000008192,ortholog_one2one,78.0467,
RNU6-207P,ENSHGLG00000023199,ortholog_one2one,83.0189,
UBE2NL,ENSHGLG00000040391,ortholog_one2one,83.5526,
PIM2,ENSHGLG00000001519,ortholog_one2one,69.0648,
BPIFB2,ENSHGLG00000015406,ortholog_one2one,70.6371,
BBS12,ENSHGLG00000041196,ortholog_one2one,79.661,
ADA2,ENSHGLG00000003972,ortholog_one2one,89.8058,
TFPT,ENSHGLG00000011259,ortholog_one2one,56.0166,
RNU6-112P,ENSHGLG00000042196,ortholog_one2one,69.1589,
PYURF,ENSHGLG00000040751,ortholog_one2one,73.9496,
CPEB2,ENSHGLG00000018058,ortholog_one2one,77.3196,
SPEF1,ENSHGLG00000049284,ortholog_one2one,84.6774,
AIG1,ENSHGLG00000046736,ortholog_one2one,63.0282,
TCF7L1,ENSHGLG00000044140,ortholog_one2one,90.8146,
PCDHAC2,ENSHGLG00000005853,ortholog_one2one,95.509,
TGOLN2,ENSHGLG00000007230,ortholog_one2one,49.734,
PRPF31,ENSHGLG00000010504,ortholog_one2one,92.5275,
RETSAT,ENSHGLG00000009788,ortholog_one2one,84.2105,
TLDC2,ENSHGLG00000048459,ortholog_one2one,66.2879,
PHLPP1,ENSHGLG00000002915,ortholog_one2one,90.3823,
RDH8,ENSHGLG00000035579,ortholog_one2one,81.0897,
B3GALT9,ENSHGLG00000020915,ortholog_one2one,87.2629,
CCDC120,ENSHGLG00000001767,ortholog_one2one,92.2727,
EPCIP,ENSHGLG00000038795,ortholog_one2one,75.9494,
ACER2,ENSHGLG00000042194,ortholog_one2one,69.0476,
TLX3,ENSHGLG00000014254,ortholog_one2one,85.503,
DMTN,ENSHGLG00000007946,ortholog_one2one,93.3333,
FOXI1,ENSHGLG00000014218,ortholog_one2one,84.6774,
OLIG3,ENSHGLG00000020086,ortholog_one2one,97.0588,
MLANA,ENSHGLG00000034164,ortholog_one2one,49.6644,
DACT2,ENSHGLG00000002257,ortholog_one2one,52.5153,
PURA,ENSHGLG00000020698,ortholog_one2one,100.0,
EDN3,ENSHGLG00000018677,ortholog_one2one,74.8634,
SNORD105,ENSHGLG00000024518,ortholog_one2one,85.0,
SLC35F1,ENSHGLG00000003172,ortholog_one2one,93.401,
SNORD105B,ENSHGLG00000021594,ortholog_one2one,77.5,
P2RY11,ENSHGLG00000042365,ortholog_one2one,67.6471,
MBLAC2,ENSHGLG00000046616,ortholog_one2one,79.0087,
S1PR2,ENSHGLG00000041926,ortholog_one2one,89.7727,
FGF8,ENSHGLG00000013482,ortholog_one2one,89.3443,
RNU6-793P,ENSHGLG00000041103,ortholog_one2one,81.5534,
RNU6-645P,ENSHGLG00000045215,ortholog_one2one,71.9626,
CEP120,ENSHGLG00000013236,ortholog_one2one,91.5907,
RNU6-930P,ENSHGLG00000047602,ortholog_one2one,74.7664,
RNU1-136P,ENSHGLG00000021478,ortholog_one2one,89.0323,
FAM240B,ENSHGLG00000009221,ortholog_one2one,79.2208,
HTR2A,ENSHGLG00000041937,ortholog_one2one,93.8298,
MIR199B,ENSHGLG00000022247,ortholog_one2one,95.3271,
NR4A3,ENSHGLG00000047547,ortholog_one2one,80.9129,
ZIK1,ENSHGLG00000034788,ortholog_one2one,64.6853,
RNU6-130P,ENSHGLG00000040899,ortholog_one2one,84.1122,
RNU6-248P,ENSHGLG00000047138,ortholog_one2one,77.5701,
PHF11,ENSHGLG00000003303,ortholog_one2one,67.359,
RNU4-66P,ENSHGLG00000024774,ortholog_one2one,58.0882,
RNU6-957P,ENSHGLG00000044972,ortholog_one2one,84.6154,
RNU6-214P,ENSHGLG00000049772,ortholog_one2one,88.785,
RNU6-475P,ENSHGLG00000023238,ortholog_one2one,59.6154,
SNORD101,ENSHGLG00000024250,ortholog_one2one,93.3333,
SNORD100,ENSHGLG00000024512,ortholog_one2one,85.7143,
RNU6-194P,ENSHGLG00000024229,ortholog_one2one,58.2524,
MIR20B,ENSHGLG00000022461,ortholog_one2one,97.1014,
CRLF2,ENSHGLG00000032025,ortholog_one2one,40.7809,
IQCM,ENSHGLG00000026449,ortholog_one2one,63.4561,
LHX6,ENSHGLG00000011308,ortholog_one2one,82.1277,
SNTG2,ENSHGLG00000001990,ortholog_one2one,76.3941,
TECTB,ENSHGLG00000012176,ortholog_one2one,91.7404,
CASP8AP2,ENSHGLG00000050644,ortholog_one2one,73.1231,
PCDH18,ENSHGLG00000010507,ortholog_one2one,93.8315,
ERICH4,ENSHGLG00000048703,ortholog_one2one,57.6687,
AADACL2,ENSHGLG00000043091,ortholog_one2one,82.0449,
NODAL,ENSHGLG00000011988,ortholog_one2one,82.6211,
JAM2,ENSHGLG00000009331,ortholog_one2one,76.4526,
SNTG2,ENSHGLG00000001990,ortholog_one2one,76.3941,
ASIC5,ENSHGLG00000001563,ortholog_one2one,73.93,
TBPL1,ENSHGLG00000046831,ortholog_one2one,83.4951,
RNU6-535P,ENSHGLG00000039086,ortholog_one2one,75.4717,
CTNNA3,ENSHGLG00000014093,ortholog_one2one,84.1791,
PIK3IP1,ENSHGLG00000018249,ortholog_one2one,68.7273,
TENM1,ENSHGLG00000019153,ortholog_one2one,96.6325,
GEMIN5,ENSHGLG00000013629,ortholog_one2one,83.7037,
RAB22A,ENSHGLG00000009337,ortholog_one2one,75.3968,
HERC2,ENSHGLG00000013498,ortholog_one2one,95.3421,
GCM1,ENSHGLG00000002179,ortholog_one2one,77.221,
MSANTD1,ENSHGLG00000015087,ortholog_one2one,89.2473,
TNFRSF11A,ENSHGLG00000002220,ortholog_one2one,73.4824,
MEI1,ENSHGLG00000017177,ortholog_one2one,79.7309,
ENOX1,ENSHGLG00000013344,ortholog_one2one,86.413,
DHX36,ENSHGLG00000017407,ortholog_one2one,90.1865,
LENG1,ENSHGLG00000008664,ortholog_one2one,80.083,
WDR4,ENSHGLG00000017900,ortholog_one2one,74.2317,
TSPYL1,ENSHGLG00000000283,ortholog_one2one,69.906,
RNU6-523P,ENSHGLG00000023098,ortholog_one2one,40.625,
TFAP2D,ENSHGLG00000003984,ortholog_one2one,99.115,
TMC4,ENSHGLG00000017916,ortholog_one2one,68.088,
PXDC1,ENSHGLG00000006650,ortholog_one2one,93.5065,
NOVA2,ENSHGLG00000016103,ortholog_one2one,87.344,
CST7,ENSHGLG00000001075,ortholog_one2one,62.4113,
RN7SL617P,ENSHGLG00000025009,ortholog_one2one,74.1611,
RNU6-661P,ENSHGLG00000043112,ortholog_one2one,79.8077,
ANXA10,ENSHGLG00000001262,ortholog_one2one,89.8148,
RNU1-11P,ENSHGLG00000040709,ortholog_one2one,89.6341,
NFATC2,ENSHGLG00000010406,ortholog_one2one,92.3326,
IL12RB1,ENSHGLG00000029940,ortholog_one2one,52.7378,
ZFP62,ENSHGLG00000000614,ortholog_one2one,90.625,
EPM2A,ENSHGLG00000016011,ortholog_one2one,70.4545,
ADAM12,ENSHGLG00000014915,ortholog_one2one,79.3615,
MECP2,ENSHGLG00000000899,ortholog_one2one,85.6115,
BRD8,ENSHGLG00000008574,ortholog_one2one,85.5598,
CHURC1-FNTB,ENSHGLG00000009039,ortholog_one2one,87.2068,
CHADL,ENSHGLG00000018119,ortholog_one2one,85.1752,
CCKAR,ENSHGLG00000041648,ortholog_one2one,92.0746,
MBOAT7,ENSHGLG00000017526,ortholog_one2one,87.5,
SWI5,ENSHGLG00000016708,ortholog_one2one,40.9836,
TXNL1,ENSHGLG00000001313,ortholog_one2one,86.1111,
CCDC196,ENSHGLG00000015902,ortholog_one2one,67.1429,
CRKL,ENSHGLG00000044151,ortholog_one2one,90.7975,
MICE,ENSHGLG00000003676,ortholog_one2one,76.5182,
LGALS1,ENSHGLG00000042390,ortholog_one2one,81.8182,
USP27X,ENSHGLG00000001525,ortholog_one2one,97.9452,
INAFM2,ENSHGLG00000045548,ortholog_one2one,65.9341,
PDE4C,ENSHGLG00000002262,ortholog_one2one,74.0909,
MAK,ENSHGLG00000008680,ortholog_one2one,84.3895,
CHST14,ENSHGLG00000033751,ortholog_one2one,76.6304,
RRH,ENSHGLG00000004643,ortholog_one2one,82.3353,
JUND,ENSHGLG00000032754,ortholog_one2one,30.3704,
MYO5A,ENSHGLG00000013836,ortholog_one2one,96.0043,
SNORD51,ENSHGLG00000024517,ortholog_one2one,92.4051,
SNORA41,ENSHGLG00000040137,ortholog_one2one,85.0746,
LRRC25,ENSHGLG00000038777,ortholog_one2one,55.3265,
MPPED1,ENSHGLG00000005407,ortholog_one2one,98.773,
RNU2-68P,ENSHGLG00000040619,ortholog_one2one,46.9136,
INO80D,ENSHGLG00000018537,ortholog_one2one,91.6185,
OR4E2,ENSHGLG00000002001,ortholog_one2one,87.8594,
OR11H4,ENSHGLG00000045419,ortholog_one2one,84.7134,
PPP4R3C,ENSHGLG00000020590,ortholog_one2one,59.0674,
DMAC2,ENSHGLG00000039004,ortholog_one2one,50.4451,
C4orf17,ENSHGLG00000001229,ortholog_one2one,58.1967,
TSEN34,ENSHGLG00000017619,ortholog_one2one,82.7815,
NDUFS1,ENSHGLG00000015179,ortholog_one2one,94.6532,
DPF3,ENSHGLG00000006635,ortholog_one2one,91.4842,
TNFRSF13C,ENSHGLG00000005221,ortholog_one2one,61.165,
MIOX,ENSHGLG00000016408,ortholog_one2one,88.3392,
RPS9,ENSHGLG00000017784,ortholog_one2one,100.0,
LAMA1,ENSHGLG00000009921,ortholog_one2one,71.5204,
CDKN2A,ENSHGLG00000034314,ortholog_one2one,77.5194,
LIPK,ENSHGLG00000044960,ortholog_one2one,76.7554,
GCM2,ENSHGLG00000008011,ortholog_one2one,72.7273,
ANGPT4,ENSHGLG00000050229,ortholog_one2one,39.6061,
DSPP,ENSHGLG00000041536,ortholog_one2one,61.5385,
SFMBT2,ENSHGLG00000037639,ortholog_one2one,93.953,
OR11G2,ENSHGLG00000049076,ortholog_one2one,80.3858,
NGB,ENSHGLG00000040246,ortholog_one2one,93.3775,
PTCRA,ENSHGLG00000017519,ortholog_one2one,37.5,
LKAAEAR1,ENSHGLG00000038808,ortholog_one2one,59.5,
TGM5,ENSHGLG00000016329,ortholog_one2one,86.686,
RNU7-151P,ENSHGLG00000032632,ortholog_one2one,80.0,
TMEM249,ENSHGLG00000033333,ortholog_one2one,69.953,
MEA1,ENSHGLG00000042039,ortholog_one2one,81.3131,
CPNE1,ENSHGLG00000013228,ortholog_one2one,83.4586,
EPGN,ENSHGLG00000036014,ortholog_one2one,77.2727,
ASMT,ENSHGLG00000000347,ortholog_one2one,58.651,
TRAV17,ENSHGLG00000047557,ortholog_one2one,54.8611,
TRAV19,ENSHGLG00000048752,ortholog_one2one,60.8,
ATP10A,ENSHGLG00000008914,ortholog_one2one,79.3694,
CARD10,ENSHGLG00000016096,ortholog_one2one,87.5351,
TRAV29DV5,ENSHGLG00000044026,ortholog_one2one,52.0468,
GUCA1B,ENSHGLG00000017339,ortholog_one2one,71.6578,
TRAV34,ENSHGLG00000044470,ortholog_one2one,59.8425,
CD274,ENSHGLG00000016786,ortholog_one2one,59.7598,
CRYBG1,ENSHGLG00000002704,ortholog_one2one,78.1192,
CXCL11,ENSHGLG00000016538,ortholog_one2one,80.4124,
CRYZL1,ENSHGLG00000017990,ortholog_one2one,69.5962,
IFNK,ENSHGLG00000020201,ortholog_one2one,47.6596,
TBATA,ENSHGLG00000012813,ortholog_one2one,71.3068,
DCUN1D2,ENSHGLG00000004905,ortholog_one2one,92.6641,
MIR876,ENSHGLG00000022125,ortholog_one2one,93.1034,
ZNF414,ENSHGLG00000010578,ortholog_one2one,75.5656,
NOX3,ENSHGLG00000003642,ortholog_one2one,85.2113,
LINGO2,ENSHGLG00000045175,ortholog_one2one,98.5149,
TLX1,ENSHGLG00000001823,ortholog_one2one,93.5976,
STBD1,ENSHGLG00000049041,ortholog_one2one,57.8275,
SHC3,ENSHGLG00000009124,ortholog_one2one,84.0256,
CALHM1,ENSHGLG00000002126,ortholog_one2one,92.1512,
SYNGR4,ENSHGLG00000016321,ortholog_one2one,68.3761,
C6orf15,ENSHGLG00000047055,ortholog_one2one,45.1253,
CALHM3,ENSHGLG00000002195,ortholog_one2one,81.8444,
KNSTRN,ENSHGLG00000040791,ortholog_one2one,74.7863,
IGHV6-1,ENSHGLG00000040838,ortholog_one2one,64.539,
SGCG,ENSHGLG00000015643,ortholog_one2one,66.2468,
ARSJ,ENSHGLG00000046184,ortholog_one2one,75.5725,
FGF20,ENSHGLG00000004116,ortholog_one2one,97.1564,
KCNJ14,ENSHGLG00000050995,ortholog_one2one,92.6366,
OPN4,ENSHGLG00000006795,ortholog_one2one,55.8317,
DMP1,ENSHGLG00000013980,ortholog_one2one,91.9631,
CDSN,ENSHGLG00000050400,ortholog_one2one,59.4891,
OR13C3,ENSHGLG00000020079,ortholog_one2one,86.7508,
PSORS1C2,ENSHGLG00000032548,ortholog_one2one,30.2583,
OR13D1,ENSHGLG00000020669,ortholog_one2one,85.0318,
SULT2B1,ENSHGLG00000005796,ortholog_one2one,77.3134,
PRR18,ENSHGLG00000049190,ortholog_one2one,56.7568,
TACR2,ENSHGLG00000012951,ortholog_one2one,89.0625,
CILK1,ENSHGLG00000001976,ortholog_one2one,86.7868,
APBA1,ENSHGLG00000007815,ortholog_one2one,96.2963,
SPACA4,ENSHGLG00000033285,ortholog_one2one,70.0787,
DBP,ENSHGLG00000006574,ortholog_one2one,86.2772,
RNU6-665P,ENSHGLG00000042182,ortholog_one2one,80.5556,
CEBPD,ENSHGLG00000020699,ortholog_one2one,92.2222,
CAMK1D,ENSHGLG00000003840,ortholog_one2one,96.9274,
PROX2,ENSHGLG00000011710,ortholog_one2one,71.4777,
ZNF703,ENSHGLG00000010999,ortholog_one2one,95.3528,
GOT1L1,ENSHGLG00000045726,ortholog_one2one,71.1165,
KASH5,ENSHGLG00000010212,ortholog_one2one,67.268,
SLC16A8,ENSHGLG00000016564,ortholog_one2one,82.6176,
HSPA2,ENSHGLG00000011390,ortholog_one2one,97.4922,
TOR1A,ENSHGLG00000012267,ortholog_one2one,70.6052,
NKX2-1,ENSHGLG00000035457,ortholog_one2one,98.0198,
JMJD1C,ENSHGLG00000003439,ortholog_one2one,89.4527,
EEF1B2,ENSHGLG00000015147,ortholog_one2one,95.5752,
ADRB3,ENSHGLG00000002989,ortholog_one2one,80.0,
HTT,ENSHGLG00000014813,ortholog_one2one,91.6399,
NOL12,ENSHGLG00000015482,ortholog_one2one,64.4531,
WASF3,ENSHGLG00000006350,ortholog_one2one,94.6429,
PTPDC1,ENSHGLG00000002865,ortholog_one2one,72.9761,
CHRNA2,ENSHGLG00000004833,ortholog_one2one,85.119,
FOXD1,ENSHGLG00000049788,ortholog_one2one,89.1304,
RNU6-1311P,ENSHGLG00000023141,ortholog_one2one,77.8947,
GP1BB,ENSHGLG00000016759,ortholog_one2one,81.8627,
GLRA1,ENSHGLG00000016730,ortholog_one2one,95.8515,
CMKLR2,ENSHGLG00000046982,ortholog_one2one,81.9718,
H1-1,ENSHGLG00000020348,ortholog_one2one,66.6667,
SLC7A4,ENSHGLG00000005401,ortholog_one2one,83.3856,
SNORD34,ENSHGLG00000021959,ortholog_one2one,78.8732,
SNORD35A,ENSHGLG00000024326,ortholog_one2one,83.5294,
H1-4,ENSHGLG00000045582,ortholog_one2one,95.4545,
SNORD35B,ENSHGLG00000024333,ortholog_one2one,81.8182,
SHF,ENSHGLG00000012788,ortholog_one2one,54.7703,
POLI,ENSHGLG00000008868,ortholog_one2one,81.3218,
TSKS,ENSHGLG00000005186,ortholog_one2one,71.5064,
ZDBF2,ENSHGLG00000044712,ortholog_one2one,51.4712,
DAB2IP,ENSHGLG00000012363,ortholog_one2one,97.7406,
DNAJC28,ENSHGLG00000037594,ortholog_one2one,78.9474,
KIAA1671,ENSHGLG00000006116,ortholog_one2one,62.7979,
TMEM145,ENSHGLG00000010011,ortholog_one2one,49.3314,
YBEY,ENSHGLG00000016069,ortholog_one2one,46.6899,
ESCO2,ENSHGLG00000008587,ortholog_one2one,70.0321,
VASH1,ENSHGLG00000014181,ortholog_one2one,87.7551,
MYPN,ENSHGLG00000019280,ortholog_one2one,84.8375,
RXFP3,ENSHGLG00000039959,ortholog_one2one,88.5714,
SLC45A2,ENSHGLG00000006340,ortholog_one2one,73.251,
SNORD84,ENSHGLG00000022027,ortholog_one2one,87.1795,
NR2E3,ENSHGLG00000016967,ortholog_one2one,71.3647,
MUC20,ENSHGLG00000025225,ortholog_one2one,28.3641,
IRF2BPL,ENSHGLG00000036168,ortholog_one2one,62.1481,
SNORA38,ENSHGLG00000023043,ortholog_one2one,84.7328,
APOM,ENSHGLG00000012211,ortholog_one2one,69.3333,
LRRC74A,ENSHGLG00000013955,ortholog_one2one,68.6117,
MUC4,ENSHGLG00000047329,ortholog_one2one,44.8076,
CRYGC,ENSHGLG00000008764,ortholog_one2one,80.8383,
ADRB2,ENSHGLG00000045515,ortholog_one2one,79.3792,
SPINK1,ENSHGLG00000007963,ortholog_one2one,67.0886,
JAKMIP3,ENSHGLG00000018781,ortholog_one2one,78.6869,
RNU6-456P,ENSHGLG00000039756,ortholog_one2one,77.5701,
C6orf47,ENSHGLG00000048233,ortholog_one2one,78.0488,
ZDHHC20,ENSHGLG00000010251,ortholog_one2one,74.1071,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
FNDC9,ENSHGLG00000035156,ortholog_one2one,88.7892,
TLR4,ENSHGLG00000014838,ortholog_one2one,72.2288,
LY6G6F,ENSHGLG00000035693,ortholog_one2one,60.1695,
ADAM7,ENSHGLG00000017673,ortholog_one2one,69.0981,
NIPAL4,ENSHGLG00000015680,ortholog_one2one,69.7723,
LY6G6F-LY6G6D,ENSHGLG00000040317,ortholog_one2one,45.122,
PRKD1,ENSHGLG00000003134,ortholog_one2one,92.6203,
MYMK,ENSHGLG00000019250,ortholog_one2one,66.4122,
UGGT2,ENSHGLG00000001100,ortholog_one2one,82.959,
LY6G6C,ENSHGLG00000019251,ortholog_one2one,46.4912,
MUC4,ENSHGLG00000047329,ortholog_one2one,44.8076,
KLF16,ENSHGLG00000032359,ortholog_one2one,88.4921,
COL23A1,ENSHGLG00000039641,ortholog_one2one,90.3661,
MSH5,ENSHGLG00000012630,ortholog_one2one,87.7214,
MEGF8,ENSHGLG00000010524,ortholog_one2one,96.0229,
DIO2,ENSHGLG00000013705,ortholog_one2one,80.427,
RNU6-1255P,ENSHGLG00000024241,ortholog_one2one,69.4444,
CBY3,ENSHGLG00000014040,ortholog_one2one,50.7177,
NID2,ENSHGLG00000012453,ortholog_one2one,74.1273,
RRS1,ENSHGLG00000041186,ortholog_one2one,77.305,
BICD2,ENSHGLG00000033729,ortholog_one2one,92.6316,
ISL2,ENSHGLG00000001431,ortholog_one2one,94.429,
ARSI,ENSHGLG00000007275,ortholog_one2one,94.2408,
TTYH1,ENSHGLG00000012220,ortholog_one2one,67.9775,
EGR1,ENSHGLG00000048168,ortholog_one2one,94.5591,
VXN,ENSHGLG00000049988,ortholog_one2one,85.2941,
PVALB,ENSHGLG00000049834,ortholog_one2one,42.8571,
THSD4,ENSHGLG00000016726,ortholog_one2one,87.7832,
DIRAS2,ENSHGLG00000007875,ortholog_one2one,72.2222,
RNU6-556P,ENSHGLG00000041671,ortholog_one2one,88.785,
EFNA5,ENSHGLG00000014327,ortholog_one2one,99.5614,
TBC1D2,ENSHGLG00000002200,ortholog_one2one,82.876,
BLTP1,ENSHGLG00000003394,ortholog_one2one,94.3773,
GRXCR2,ENSHGLG00000005488,ortholog_one2one,86.6936,
ZFHX2,ENSHGLG00000010610,ortholog_one2one,88.8889,
TAFA5,ENSHGLG00000044258,ortholog_one2one,37.8378,
RNU2-71P,ENSHGLG00000042699,ortholog_one2one,74.3456,
ZNF704,ENSHGLG00000015584,ortholog_one2one,92.9782,
PEDS1,ENSHGLG00000005163,ortholog_one2one,93.3579,
CCDC88C,ENSHGLG00000006291,ortholog_one2one,77.5669,
HSCB,ENSHGLG00000006538,ortholog_one2one,79.1489,
MIR190A,ENSHGLG00000022365,ortholog_one2one,100.0,
PABIR1,ENSHGLG00000021429,ortholog_one2one,84.3844,
LCTL,ENSHGLG00000015669,ortholog_one2one,77.2222,
STC2,ENSHGLG00000017592,ortholog_one2one,91.0653,
LRRTM3,ENSHGLG00000016164,ortholog_one2one,96.0377,
CNFN,ENSHGLG00000046457,ortholog_one2one,83.0645,
KCNA5,ENSHGLG00000001161,ortholog_one2one,81.9643,
TAF3,ENSHGLG00000008290,ortholog_one2one,85.0925,
CLEC4E,ENSHGLG00000001870,ortholog_one2one,73.5849,
OR13C7,ENSHGLG00000020519,ortholog_one2one,44.2006,
OR2V2,ENSHGLG00000047417,ortholog_one2one,86.0317,
PCP2,ENSHGLG00000005217,ortholog_one2one,81.4815,
ADRA2A,ENSHGLG00000043876,ortholog_one2one,93.3045,
DCP2,ENSHGLG00000007853,ortholog_one2one,95.2607,
EGR2,ENSHGLG00000007402,ortholog_one2one,90.535,
RETN,ENSHGLG00000008198,ortholog_one2one,66.055,
CDC42EP1,ENSHGLG00000038232,ortholog_one2one,79.0885,
CDH24,ENSHGLG00000003051,ortholog_one2one,95.0128,
RGS3,ENSHGLG00000012702,ortholog_one2one,88.0208,
RPRD1B,ENSHGLG00000007147,ortholog_one2one,100.0,
FCER2,ENSHGLG00000017734,ortholog_one2one,63.9871,
